0	300	-13.2075
0.01	299.868	-13.1576
0.055	299.281	-12.9335
0.2575	296.763	-11.9412
1.16875	287.822	-7.75062
2.16885	282.211	-3.51703
3.16894	280.728	0.539948
3.96178	282.431	3.76546
4.75461	286.73	7.10962
5.65046	294.888	11.1636
6.61411	307.941	16.0313
7.62911	327.145	21.971
8.68195	354.031	29.3379
9.73479	389.493	38.3382
10	400	40.9199
